county,time,precip_mm,snowfall_cm,wind_gusts_kmh,visibility_m,weather_code,freezing
Porter,2026-08-05T11:00,0.0,0.0,29.2,19300,3,0
Porter,2026-08-05T12:00,0.0,0.0,19.8,25500,3,0
Porter,2026-08-05T13:00,0.0,0.0,20.5,31000,2,0
Porter,2026-08-05T14:00,0.0,0.0,22.7,31700,3,0
Porter,2026-08-05T15:00,0.0,0.0,23.8,33600,3,0
Porter,2026-08-05T16:00,0.0,0.0,20.5,35600,3,0
Porter,2026-08-05T17:00,0.0,0.0,23.4,35600,3,0
Porter,2026-08-05T18:00,0.0,0.0,27.7,34300,3,0
Porter,2026-08-05T19:00,0.0,0.0,23.4,15600,3,0
Porter,2026-08-05T20:00,0.0,0.0,25.2,25600,3,0
Porter,2026-08-05T21:00,0.0,0.0,20.5,23200,3,0
Porter,2026-08-05T22:00,0.0,0.0,18.7,20600,3,0
Porter,2026-08-05T23:00,0.0,0.0,31.3,16800,2,0
Porter,2026-08-06T00:00,0.0,0.0,15.8,16100,3,0
Porter,2026-08-06T01:00,0.0,0.0,13.7,15500,3,0
Porter,2026-08-06T02:00,0.0,0.0,11.2,15900,3,0
Porter,2026-08-06T03:00,0.0,0.0,5.0,16100,3,0
Porter,2026-08-06T04:00,0.0,0.0,8.3,12200,3,0
Porter,2026-08-06T05:00,0.0,0.0,2.5,12200,3,0
Porter,2026-08-06T06:00,0.0,0.0,12.2,12200,3,0
Porter,2026-08-06T07:00,0.0,0.0,11.9,12200,3,0
Porter,2026-08-06T08:00,0.0,0.0,10.1,12200,3,0
Porter,2026-08-06T09:00,0.0,0.0,10.4,13300,3,0
Porter,2026-08-06T10:00,0.0,0.0,15.1,15400,3,0
Porter,2026-08-06T11:00,0.7,0.0,24.8,7700,53,0
Porter,2026-08-06T12:00,0.0,0.0,29.9,15000,3,0
Porter,2026-08-06T13:00,0.4,0.0,32.4,16200,51,0
Porter,2026-08-06T14:00,0.0,0.0,27.0,19600,3,0
Porter,2026-08-06T15:00,0.0,0.0,22.0,21900,3,0
Porter,2026-08-06T16:00,0.0,0.0,19.8,24000,3,0
Porter,2026-08-06T17:00,0.0,0.0,18.0,22500,2,0
Porter,2026-08-06T18:00,0.0,0.0,15.1,20900,1,0
Porter,2026-08-06T19:00,0.0,0.0,15.8,21100,0,0
Porter,2026-08-06T20:00,0.0,0.0,7.6,20000,1,0
Porter,2026-08-06T21:00,0.0,0.0,9.0,17400,1,0
Porter,2026-08-06T22:00,0.0,0.0,5.4,16000,2,0
Porter,2026-08-06T23:00,0.0,0.0,5.4,15400,1,0
Randolph,2026-08-05T00:00,0.0,0.0,9.4,16600,0,0
Randolph,2026-08-05T01:00,0.0,0.0,11.9,14000,0,0
Randolph,2026-08-05T02:00,0.0,0.0,11.5,14600,0,0
Randolph,2026-08-05T03:00,0.0,0.0,7.2,12900,0,0
Randolph,2026-08-05T04:00,0.0,0.0,7.2,13000,1,0
Randolph,2026-08-05T05:00,0.0,0.0,6.1,12200,1,0
Randolph,2026-08-05T06:00,0.0,0.0,2.5,12900,0,0
Randolph,2026-08-05T07:00,0.0,0.0,1.4,14700,0,0
Randolph,2026-08-05T08:00,0.0,0.0,1.4,12200,1,0
Randolph,2026-08-05T09:00,0.0,0.0,1.4,12600,0,0
Randolph,2026-08-05T10:00,0.0,0.0,8.3,22300,0,0
Randolph,2026-08-05T11:00,0.0,0.0,11.9,29200,0,0
Randolph,2026-08-05T12:00,0.0,0.0,14.0,38300,0,0
Randolph,2026-08-05T13:00,0.0,0.0,15.5,41800,0,0
Randolph,2026-08-05T14:00,0.0,0.0,15.5,45600,0,0
Randolph,2026-08-05T15:00,0.0,0.0,12.6,48000,0,0
Randolph,2026-08-05T16:00,0.0,0.0,14.0,45900,0,0
Randolph,2026-08-05T17:00,0.0,0.0,15.1,46200,0,0
Randolph,2026-08-05T18:00,0.0,0.0,18.0,47200,0,0
Randolph,2026-08-05T19:00,0.0,0.0,15.8,43700,0,0
Randolph,2026-08-05T20:00,0.0,0.0,13.7,33700,0,0
Randolph,2026-08-05T21:00,0.0,0.0,16.2,28200,0,0
Randolph,2026-08-05T22:00,0.0,0.0,15.8,30400,2,0
Randolph,2026-08-05T23:00,0.0,0.0,10.1,30800,3,0
Randolph,2026-08-06T00:00,0.0,0.0,9.0,28100,3,0
Randolph,2026-08-06T01:00,0.0,0.0,10.8,24000,2,0
Randolph,2026-08-06T02:00,0.0,0.0,9.4,24300,3,0
Randolph,2026-08-06T03:00,0.0,0.0,10.1,22800,1,0
Randolph,2026-08-06T04:00,0.0,0.0,16.9,22400,0,0
Randolph,2026-08-06T05:00,0.0,0.0,21.2,19400,0,0
Randolph,2026-08-06T06:00,0.0,0.0,16.2,18000,1,0
Randolph,2026-08-06T07:00,0.0,0.0,14.8,18600,3,0
Randolph,2026-08-06T08:00,0.0,0.0,18.7,20300,3,0
Randolph,2026-08-06T09:00,0.0,0.0,23.4,23800,2,0
Randolph,2026-08-06T10:00,0.0,0.0,29.2,26800,1,0
Randolph,2026-08-06T11:00,0.0,0.0,21.6,27100,3,0
Randolph,2026-08-06T12:00,0.0,0.0,23.8,27600,2,0
Randolph,2026-08-06T13:00,0.0,0.0,19.1,31500,3,0
Randolph,2026-08-06T14:00,0.0,0.0,23.0,31300,3,0
Randolph,2026-08-06T15:00,0.0,0.0,20.5,28100,3,0
Randolph,2026-08-06T16:00,0.0,0.0,13.3,28200,3,0
Randolph,2026-08-06T17:00,0.0,0.0,10.4,25600,3,0
Randolph,2026-08-06T18:00,0.0,0.0,11.5,27700,3,0
Randolph,2026-08-06T19:00,0.0,0.0,10.1,28200,3,0
Randolph,2026-08-06T20:00,0.0,0.0,6.5,24600,3,0
Randolph,2026-08-06T21:00,0.0,0.0,1.8,23100,3,0
Randolph,2026-08-06T22:00,0.0,0.0,3.6,21000,3,0
Randolph,2026-08-06T23:00,0.0,0.0,5.4,17700,1,0
Ripley,2026-08-05T00:00,0.0,0.0,11.2,12200,0,0
Ripley,2026-08-05T01:00,0.0,0.0,15.8,18500,0,0
Ripley,2026-08-05T02:00,0.0,0.0,14.8,15700,0,0
Ripley,2026-08-05T03:00,0.0,0.0,18.0,18800,0,0
Ripley,2026-08-05T04:00,0.0,0.0,14.8,19600,0,0
Ripley,2026-08-05T05:00,0.0,0.0,12.2,20200,0,0
Ripley,2026-08-05T06:00,0.0,0.0,9.7,15400,0,0
Ripley,2026-08-05T07:00,0.0,0.0,9.4,13900,0,0
Ripley,2026-08-05T08:00,0.0,0.0,12.2,14200,0,0
Ripley,2026-08-05T09:00,0.0,0.0,14.4,20600,0,0
Ripley,2026-08-05T10:00,0.0,0.0,11.2,21200,0,0
Ripley,2026-08-05T11:00,0.0,0.0,6.1,24600,0,0
Ripley,2026-08-05T12:00,0.0,0.0,6.5,28500,0,0
Ripley,2026-08-05T13:00,0.0,0.0,10.1,33800,1,0
Ripley,2026-08-05T14:00,0.0,0.0,14.4,37900,0,0
Ripley,2026-08-05T15:00,0.0,0.0,14.4,39800,0,0
Ripley,2026-08-05T16:00,0.0,0.0,17.3,44800,0,0
Ripley,2026-08-05T17:00,0.0,0.0,17.6,48600,0,0
Ripley,2026-08-05T18:00,0.0,0.0,17.3,44400,0,0
Ripley,2026-08-05T19:00,0.0,0.0,15.1,46600,0,0
Ripley,2026-08-05T20:00,0.0,0.0,16.9,42600,0,0
Ripley,2026-08-05T21:00,0.0,0.0,13.0,41400,0,0
Ripley,2026-08-05T22:00,0.0,0.0,15.1,35800,0,0
Ripley,2026-08-05T23:00,0.0,0.0,19.1,30100,2,0
Ripley,2026-08-06T00:00,0.0,0.0,16.9,26400,3,0
Ripley,2026-08-06T01:00,0.0,0.0,14.4,24800,3,0
Ripley,2026-08-06T02:00,0.0,0.0,14.0,24400,2,0
Ripley,2026-08-06T03:00,0.0,0.0,12.6,23400,3,0
Ripley,2026-08-06T04:00,0.0,0.0,9.7,24600,0,0
Ripley,2026-08-06T05:00,0.0,0.0,11.9,25300,3,0
Ripley,2026-08-06T06:00,0.0,0.0,13.7,25900,2,0
Ripley,2026-08-06T07:00,0.0,0.0,15.1,24600,0,0
Ripley,2026-08-06T08:00,0.0,0.0,14.8,23000,3,0
Ripley,2026-08-06T09:00,0.0,0.0,18.0,24200,3,0
Ripley,2026-08-06T10:00,0.0,0.0,24.1,31300,2,0
Ripley,2026-08-06T11:00,0.0,0.0,24.1,34200,3,0
Ripley,2026-08-06T12:00,0.0,0.0,20.9,36700,3,0
Ripley,2026-08-06T13:00,0.0,0.0,23.4,38100,2,0
Ripley,2026-08-06T14:00,0.0,0.0,23.0,40800,3,0
Ripley,2026-08-06T15:00,0.0,0.0,22.0,42500,3,0
Ripley,2026-08-06T16:00,0.0,0.0,18.0,43000,3,0
Ripley,2026-08-06T17:00,0.0,0.0,25.2,41600,3,0
Ripley,2026-08-06T18:00,0.0,0.0,24.8,40700,3,0
Ripley,2026-08-06T19:00,0.0,0.0,19.8,41800,3,0
Ripley,2026-08-06T20:00,0.0,0.0,14.8,38600,3,0
Ripley,2026-08-06T21:00,0.0,0.0,10.1,34600,3,0
Ripley,2026-08-06T22:00,0.0,0.0,7.2,33300,1,0
Ripley,2026-08-06T23:00,0.0,0.0,6.8,31200,3,0
St. Joseph,2026-08-05T00:00,0.0,0.0,21.2,24700,0,0
St. Joseph,2026-08-05T01:00,0.0,0.0,18.7,21300,0,0
St. Joseph,2026-08-05T02:00,0.0,0.0,19.8,20000,0,0
St. Joseph,2026-08-05T03:00,0.0,0.0,19.1,18100,0,0
St. Joseph,2026-08-05T04:00,0.0,0.0,13.3,21200,0,0
St. Joseph,2026-08-05T05:00,0.0,0.0,14.0,21100,1,0
St. Joseph,2026-08-05T06:00,0.0,0.0,11.5,17500,0,0
St. Joseph,2026-08-05T07:00,0.0,0.0,13.0,18300,0,0
St. Joseph,2026-08-05T08:00,0.0,0.0,20.9,17900,1,0
St. Joseph,2026-08-05T09:00,0.0,0.0,22.3,20300,2,0
St. Joseph,2026-08-05T10:00,0.0,0.0,21.2,21200,0,0
St. Joseph,2026-08-05T11:00,0.0,0.0,19.4,20900,1,0
St. Joseph,2026-08-05T12:00,0.0,0.0,16.9,22900,2,0
St. Joseph,2026-08-05T13:00,0.0,0.0,15.5,27800,1,0
St. Joseph,2026-08-05T14:00,0.0,0.0,18.0,30600,3,0
St. Joseph,2026-08-05T15:00,0.0,0.0,20.2,32400,3,0
St. Joseph,2026-08-05T16:00,0.0,0.0,20.5,36400,3,0
St. Joseph,2026-08-05T17:00,0.0,0.0,18.7,37300,3,0
St. Joseph,2026-08-05T18:00,0.0,0.0,18.4,34800,3,0
St. Joseph,2026-08-05T19:00,0.0,0.0,23.4,34900,3,0
St. Joseph,2026-08-05T20:00,0.0,0.0,16.2,22100,3,0
St. Joseph,2026-08-05T21:00,0.0,0.0,12.2,15500,2,0
St. Joseph,2026-08-05T22:00,0.0,0.0,13.3,15500,1,0
St. Joseph,2026-08-05T23:00,0.0,0.0,6.1,14500,3,0
St. Joseph,2026-08-06T00:00,0.4,0.0,21.6,17100,51,0
St. Joseph,2026-08-06T01:00,0.0,0.0,13.7,16100,2,0
St. Joseph,2026-08-06T02:00,0.0,0.0,10.8,14500,3,0
St. Joseph,2026-08-06T03:00,0.0,0.0,6.8,14300,3,0
St. Joseph,2026-08-06T04:00,0.7,0.0,6.5,12200,53,0
St. Joseph,2026-08-06T05:00,0.0,0.0,9.0,12200,3,0
St. Joseph,2026-08-06T06:00,0.0,0.0,11.2,12600,3,0
St. Joseph,2026-08-06T07:00,0.0,0.0,9.0,12200,3,0
St. Joseph,2026-08-06T08:00,0.0,0.0,12.2,12400,3,0
St. Joseph,2026-08-06T09:00,0.0,0.0,10.8,14500,3,0
St. Joseph,2026-08-06T10:00,0.0,0.0,10.1,19600,3,0
St. Joseph,2026-08-06T11:00,0.0,0.0,15.1,21300,3,0
St. Joseph,2026-08-06T12:00,0.0,0.0,21.6,19500,3,0
St. Joseph,2026-08-06T13:00,0.0,0.0,27.4,15800,3,0
St. Joseph,2026-08-06T14:00,0.0,0.0,24.8,20100,3,0
St. Joseph,2026-08-06T15:00,0.0,0.0,28.4,24400,3,0
St. Joseph,2026-08-06T16:00,0.0,0.0,21.2,27300,3,0
St. Joseph,2026-08-06T17:00,0.0,0.0,20.9,30700,1,0
St. Joseph,2026-08-06T18:00,0.0,0.0,19.4,31500,2,0
St. Joseph,2026-08-06T19:00,0.0,0.0,22.3,31600,2,0
St. Joseph,2026-08-06T20:00,0.0,0.0,20.9,30100,2,0
St. Joseph,2026-08-06T21:00,0.0,0.0,14.4,25800,1,0
St. Joseph,2026-08-06T22:00,0.0,0.0,15.5,23300,0,0
St. Joseph,2026-08-06T23:00,0.0,0.0,18.4,21500,1,0
Starke,2026-08-05T00:00,0.0,0.0,17.3,18000,0,0
Starke,2026-08-05T01:00,0.0,0.0,16.9,18100,0,0
Starke,2026-08-05T02:00,0.0,0.0,18.4,14200,0,0
Starke,2026-08-05T03:00,0.0,0.0,14.4,14000,0,0
Starke,2026-08-05T04:00,0.0,0.0,13.0,14200,0,0
Starke,2026-08-05T05:00,0.0,0.0,13.0,15500,0,0
Starke,2026-08-05T06:00,0.0,0.0,10.8,14400,0,0
Starke,2026-08-05T07:00,0.0,0.0,13.0,14700,0,0
Starke,2026-08-05T08:00,0.0,0.0,22.3,14200,0,0
Starke,2026-08-05T09:00,0.0,0.0,17.6,16900,0,0
Starke,2026-08-05T10:00,0.0,0.0,20.5,20700,0,0
Starke,2026-08-05T11:00,0.0,0.0,23.4,26100,1,0
Starke,2026-08-05T12:00,0.0,0.0,15.5,26100,0,0
Starke,2026-08-05T13:00,0.0,0.0,13.7,31500,1,0
Starke,2026-08-05T14:00,0.0,0.0,16.9,31400,3,0
Starke,2026-08-05T15:00,0.0,0.0,19.4,37000,1,0
Starke,2026-08-05T16:00,0.0,0.0,17.6,36500,3,0
Starke,2026-08-05T17:00,0.0,0.0,16.2,36800,3,0
Starke,2026-08-05T18:00,0.0,0.0,20.2,38600,3,0
Starke,2026-08-05T19:00,0.0,0.0,26.6,32500,3,0
Starke,2026-08-05T20:00,0.0,0.0,35.6,27700,3,0
Starke,2026-08-05T21:00,0.0,0.0,16.9,23100,3,0
Starke,2026-08-05T22:00,0.0,0.0,8.6,20300,3,0
Starke,2026-08-05T23:00,0.0,0.0,13.3,19100,3,0
Starke,2026-08-06T00:00,0.0,0.0,19.4,18800,3,0
Starke,2026-08-06T01:00,0.0,0.0,11.2,16500,2,0
Starke,2026-08-06T02:00,0.0,0.0,7.6,15900,3,0
Starke,2026-08-06T03:00,0.0,0.0,2.9,15500,3,0
Starke,2026-08-06T04:00,0.0,0.0,9.0,13000,3,0
Starke,2026-08-06T05:00,0.0,0.0,16.9,12900,3,0
Starke,2026-08-06T06:00,0.0,0.0,10.4,12200,3,0
Starke,2026-08-06T07:00,0.0,0.0,14.4,12200,3,0
Starke,2026-08-06T08:00,0.0,0.0,10.8,12200,3,0
Starke,2026-08-06T09:00,0.0,0.0,16.6,14500,3,0
Starke,2026-08-06T10:00,0.0,0.0,24.1,16800,3,0
Starke,2026-08-06T11:00,0.0,0.0,27.7,18000,3,0
Starke,2026-08-06T12:00,0.4,0.0,28.4,17600,51,0
Starke,2026-08-06T13:00,0.0,0.0,31.7,20700,3,0
Starke,2026-08-06T14:00,0.0,0.0,29.9,25300,3,0
Starke,2026-08-06T15:00,0.0,0.0,21.2,30000,2,0
Starke,2026-08-06T16:00,0.0,0.0,21.2,34100,3,0
Starke,2026-08-06T17:00,0.0,0.0,20.2,33900,3,0
Starke,2026-08-06T18:00,0.0,0.0,21.6,31700,3,0
Starke,2026-08-06T19:00,0.0,0.0,19.8,31900,1,0
Starke,2026-08-06T20:00,0.0,0.0,20.2,29200,0,0
Starke,2026-08-06T21:00,0.0,0.0,15.1,24700,0,0
Starke,2026-08-06T22:00,0.0,0.0,15.8,21400,0,0
Starke,2026-08-06T23:00,0.0,0.0,19.4,20500,1,0
Steuben,2026-08-05T00:00,0.0,0.0,13.7,16800,0,0
Steuben,2026-08-05T01:00,0.0,0.0,13.3,16300,0,0
Steuben,2026-08-05T02:00,0.0,0.0,11.9,17500,0,0
Steuben,2026-08-05T03:00,0.0,0.0,14.4,1900,0,0
Steuben,2026-08-05T04:00,0.0,0.0,11.2,12200,2,0
Steuben,2026-08-05T05:00,0.0,0.0,7.9,12200,0,0
Steuben,2026-08-05T06:00,0.0,0.0,5.0,12300,0,0
Steuben,2026-08-05T07:00,0.0,0.0,7.2,13800,0,0
Steuben,2026-08-05T08:00,0.0,0.0,11.5,12200,1,0
Steuben,2026-08-05T09:00,0.0,0.0,10.8,14800,0,0
Steuben,2026-08-05T10:00,0.0,0.0,12.6,29800,0,0
Steuben,2026-08-05T11:00,0.0,0.0,16.6,41700,0,0
Steuben,2026-08-05T12:00,0.0,0.0,14.8,35100,0,0
Steuben,2026-08-05T13:00,0.0,0.0,11.2,38300,0,0
Steuben,2026-08-05T14:00,0.0,0.0,11.9,42900,1,0
Steuben,2026-08-05T15:00,0.0,0.0,10.4,45700,0,0
Steuben,2026-08-05T16:00,0.0,0.0,11.2,47200,0,0
Steuben,2026-08-05T17:00,0.0,0.0,12.2,48900,0,0
Steuben,2026-08-05T18:00,0.0,0.0,12.2,49900,0,0
Steuben,2026-08-05T19:00,0.0,0.0,14.4,37900,3,0
Steuben,2026-08-05T20:00,0.0,0.0,11.2,32900,3,0
Steuben,2026-08-05T21:00,0.0,0.0,8.6,30200,3,0
Steuben,2026-08-05T22:00,0.0,0.0,16.9,20500,3,0
Steuben,2026-08-05T23:00,0.0,0.0,4.3,20700,3,0
Steuben,2026-08-06T00:00,0.0,0.0,6.1,20700,2,0
Steuben,2026-08-06T01:00,0.0,0.0,8.3,19400,3,0
Steuben,2026-08-06T02:00,0.0,0.0,12.2,17300,3,0
Steuben,2026-08-06T03:00,0.0,0.0,15.1,17100,3,0
Steuben,2026-08-06T04:00,0.0,0.0,2.9,17100,3,0
Steuben,2026-08-06T05:00,0.0,0.0,4.7,16500,3,0
Steuben,2026-08-06T06:00,0.0,0.0,7.6,15000,3,0
Steuben,2026-08-06T07:00,0.4,0.0,7.2,15100,51,0
Steuben,2026-08-06T08:00,0.0,0.0,9.7,15700,3,0
Steuben,2026-08-06T09:00,0.0,0.0,13.3,19200,3,0
Steuben,2026-08-06T10:00,0.0,0.0,13.3,20400,3,0
Steuben,2026-08-06T11:00,0.0,0.0,17.6,23900,3,0
Steuben,2026-08-06T12:00,0.0,0.0,23.8,31400,3,0
Steuben,2026-08-06T13:00,0.0,0.0,21.2,36400,3,0
Steuben,2026-08-06T14:00,0.0,0.0,20.2,38900,3,0
Steuben,2026-08-06T15:00,0.0,0.0,23.0,36100,3,0
Steuben,2026-08-06T16:00,0.0,0.0,26.3,27900,3,0
Steuben,2026-08-06T17:00,0.0,0.0,25.2,24200,3,0
Steuben,2026-08-06T18:00,0.0,0.0,19.4,26900,2,0
Steuben,2026-08-06T19:00,0.0,0.0,20.2,31400,1,0
Steuben,2026-08-06T20:00,0.0,0.0,20.5,31300,3,0
Steuben,2026-08-06T21:00,0.0,0.0,18.4,26900,3,0
Steuben,2026-08-06T22:00,0.0,0.0,18.0,25800,1,0
Steuben,2026-08-06T23:00,0.0,0.0,16.6,22800,3,0
Tipton,2026-08-05T00:00,0.0,0.0,6.8,23500,0,0
Tipton,2026-08-05T01:00,0.0,0.0,11.2,21000,0,0
Tipton,2026-08-05T02:00,0.0,0.0,7.9,17700,1,0
Tipton,2026-08-05T03:00,0.0,0.0,8.6,15900,0,0
Tipton,2026-08-05T04:00,0.0,0.0,9.0,13800,0,0
Tipton,2026-08-05T05:00,0.0,0.0,10.4,13800,0,0
Tipton,2026-08-05T06:00,0.0,0.0,6.8,13500,1,0
Tipton,2026-08-05T07:00,0.0,0.0,6.1,13100,0,0
Tipton,2026-08-05T08:00,0.0,0.0,10.4,12200,1,0
Tipton,2026-08-05T09:00,0.0,0.0,13.3,15800,0,0
Tipton,2026-08-05T10:00,0.0,0.0,9.0,22900,0,0
Tipton,2026-08-05T11:00,0.0,0.0,10.4,30700,0,0
Tipton,2026-08-05T12:00,0.0,0.0,5.8,36800,0,0
Tipton,2026-08-05T13:00,0.0,0.0,5.8,40700,0,0
Tipton,2026-08-05T14:00,0.0,0.0,8.6,42400,0,0
Tipton,2026-08-05T15:00,0.0,0.0,9.0,43800,0,0
Tipton,2026-08-05T16:00,0.0,0.0,10.8,45700,0,0
Tipton,2026-08-05T17:00,0.0,0.0,10.8,48200,0,0
Tipton,2026-08-05T18:00,0.0,0.0,10.1,47400,0,0
Tipton,2026-08-05T19:00,0.0,0.0,10.8,44800,0,0
Tipton,2026-08-05T20:00,0.0,0.0,13.3,38800,3,0
Tipton,2026-08-05T21:00,0.0,0.0,12.6,29700,3,0
Tipton,2026-08-05T22:00,0.0,0.0,12.6,25000,3,0
Tipton,2026-08-05T23:00,0.0,0.0,15.8,23600,3,0
Tipton,2026-08-06T00:00,0.0,0.0,16.6,22600,3,0
Tipton,2026-08-06T01:00,0.0,0.0,10.8,22300,3,0
Tipton,2026-08-06T02:00,0.0,0.0,14.8,20200,3,0
Tipton,2026-08-06T03:00,0.0,0.0,10.4,18700,3,0
Tipton,2026-08-06T04:00,0.0,0.0,19.8,18700,3,0
Tipton,2026-08-06T05:00,0.0,0.0,17.3,21600,3,0
Tipton,2026-08-06T06:00,0.0,0.0,20.2,18800,3,0
Tipton,2026-08-06T07:00,0.0,0.0,18.7,21700,3,0
Tipton,2026-08-06T08:00,0.0,0.0,18.0,22200,3,0
Tipton,2026-08-06T09:00,0.0,0.0,31.3,23600,3,0
Tipton,2026-08-06T10:00,0.0,0.0,34.2,23000,3,0
Tipton,2026-08-06T11:00,0.0,0.0,27.7,22000,3,0
Tipton,2026-08-06T12:00,0.0,0.0,19.1,22800,3,0
Tipton,2026-08-06T13:00,0.0,0.0,18.4,23000,3,0
Tipton,2026-08-06T14:00,0.0,0.0,13.0,26800,3,0
Tipton,2026-08-06T15:00,0.0,0.0,10.4,28500,3,0
Tipton,2026-08-06T16:00,0.0,0.0,9.7,28200,3,0
Tipton,2026-08-06T17:00,0.0,0.0,18.4,25600,3,0
Tipton,2026-08-06T18:00,0.0,0.0,21.2,29000,1,0
Tipton,2026-08-06T19:00,0.0,0.0,16.6,30500,3,0
Tipton,2026-08-06T20:00,0.0,0.0,15.8,29700,3,0
Tipton,2026-08-06T21:00,0.0,0.0,6.5,24900,3,0
Tipton,2026-08-06T22:00,0.0,0.0,10.4,21100,3,0
Tipton,2026-08-06T23:00,0.0,0.0,10.1,18700,1,0
Union,2026-08-05T00:00,0.0,0.0,11.2,22400,0,0
Union,2026-08-05T01:00,0.0,0.0,11.9,20900,0,0
Union,2026-08-05T02:00,0.0,0.0,14.0,22900,0,0
Union,2026-08-05T03:00,0.0,0.0,16.6,16300,0,0
Union,2026-08-05T04:00,0.0,0.0,11.2,16100,0,0
Union,2026-08-05T05:00,0.0,0.0,9.7,17000,0,0
Union,2026-08-05T06:00,0.0,0.0,10.8,15200,0,0
Union,2026-08-05T07:00,0.0,0.0,9.0,16400,1,0
Union,2026-08-05T08:00,0.0,0.0,11.5,17200,0,0
Union,2026-08-05T09:00,0.0,0.0,7.9,18200,0,0
Union,2026-08-05T10:00,0.0,0.0,7.9,22700,0,0
Union,2026-08-05T11:00,0.0,0.0,5.4,26900,0,0
Union,2026-08-05T12:00,0.0,0.0,10.8,28800,0,0
Union,2026-08-05T13:00,0.0,0.0,13.3,31100,0,0
Union,2026-08-05T14:00,0.0,0.0,14.8,34700,0,0
Union,2026-08-05T15:00,0.0,0.0,15.1,38100,0,0
Union,2026-08-05T16:00,0.0,0.0,16.9,41000,0,0
Union,2026-08-05T17:00,0.0,0.0,18.4,41800,0,0
Union,2026-08-05T18:00,0.0,0.0,19.8,43800,0,0
Union,2026-08-05T19:00,0.0,0.0,19.4,39500,0,0
Union,2026-08-05T20:00,0.0,0.0,16.9,33200,0,0
Union,2026-08-05T21:00,0.0,0.0,15.1,30000,0,0
Union,2026-08-05T22:00,0.0,0.0,13.3,31400,2,0
Union,2026-08-05T23:00,0.0,0.0,9.7,30300,3,0
Union,2026-08-06T00:00,0.0,0.0,7.6,27600,3,0
Union,2026-08-06T01:00,0.0,0.0,11.2,23000,3,0
Union,2026-08-06T02:00,0.0,0.0,14.8,23500,3,0
Union,2026-08-06T03:00,0.0,0.0,7.9,24200,0,0
Union,2026-08-06T04:00,0.0,0.0,10.8,24100,0,0
Union,2026-08-06T05:00,0.0,0.0,9.0,24800,0,0
Union,2026-08-06T06:00,0.0,0.0,10.4,25200,0,0
Union,2026-08-06T07:00,0.0,0.0,14.8,23700,2,0
Union,2026-08-06T08:00,0.0,0.0,13.0,21800,0,0
Union,2026-08-06T09:00,0.0,0.0,18.7,23400,3,0
Union,2026-08-06T10:00,0.0,0.0,25.9,25900,3,0
Union,2026-08-06T11:00,0.0,0.0,25.6,28800,1,0
Union,2026-08-06T12:00,0.0,0.0,20.9,33100,3,0
Union,2026-08-06T13:00,0.0,0.0,16.6,32400,2,0
Union,2026-08-06T14:00,0.0,0.0,20.9,35400,1,0
Union,2026-08-06T15:00,0.0,0.0,23.0,37600,3,0
Union,2026-08-06T16:00,0.0,0.0,14.8,39100,3,0
Union,2026-08-06T17:00,0.0,0.0,20.5,39800,3,0
Union,2026-08-06T18:00,0.0,0.0,18.4,36100,3,0
Union,2026-08-06T19:00,0.0,0.0,12.6,32100,3,0
Union,2026-08-06T20:00,0.0,0.0,15.5,25800,2,0
Union,2026-08-06T21:00,0.0,0.0,12.2,22400,3,0
Union,2026-08-06T22:00,0.0,0.0,12.6,19800,3,0
Union,2026-08-06T23:00,0.0,0.0,12.2,18300,2,0
Vigo,2026-08-05T00:00,0.0,0.0,9.0,14400,0,0
Vigo,2026-08-05T01:00,0.0,0.0,7.9,12400,1,0
Vigo,2026-08-05T02:00,0.0,0.0,2.2,12700,0,0
Vigo,2026-08-05T03:00,0.0,0.0,4.3,12200,3,0
Vigo,2026-08-05T04:00,0.0,0.0,4.3,12200,3,0
Vigo,2026-08-05T05:00,0.0,0.0,6.1,12200,3,0
Vigo,2026-08-05T06:00,0.0,0.0,3.2,12200,3,0
Vigo,2026-08-05T07:00,0.0,0.0,1.4,2700,1,0
Vigo,2026-08-05T08:00,0.0,0.0,3.2,12200,1,0
Vigo,2026-08-05T09:00,0.0,0.0,4.3,12900,2,0
Vigo,2026-08-05T10:00,0.0,0.0,8.6,16800,0,0
Vigo,2026-08-05T11:00,0.0,0.0,6.5,23600,0,0
Vigo,2026-08-05T12:00,0.0,0.0,7.6,29300,0,0
Vigo,2026-08-05T13:00,0.0,0.0,6.5,34200,0,0
Vigo,2026-08-05T14:00,0.0,0.0,6.1,37300,0,0
Vigo,2026-08-05T15:00,0.0,0.0,6.5,39700,3,0
Vigo,2026-08-05T16:00,0.0,0.0,7.2,40800,2,0
Vigo,2026-08-05T17:00,0.0,0.0,10.4,39300,0,0
Vigo,2026-08-05T18:00,0.0,0.0,13.0,38600,3,0
Vigo,2026-08-05T19:00,0.0,0.0,10.8,36400,3,0
Vigo,2026-08-05T20:00,0.0,0.0,7.2,28100,3,0
Vigo,2026-08-05T21:00,0.0,0.0,9.7,24300,3,0
Vigo,2026-08-05T22:00,0.0,0.0,16.2,23500,3,0
Vigo,2026-08-05T23:00,0.0,0.0,21.6,26200,3,0
Vigo,2026-08-06T00:00,0.0,0.0,16.6,25400,2,0
Vigo,2026-08-06T01:00,0.0,0.0,7.9,23500,3,0
Vigo,2026-08-06T02:00,0.0,0.0,7.6,23800,3,0
Vigo,2026-08-06T03:00,0.0,0.0,8.6,24000,3,0
